Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Assessment Methods (product.metafields.custom.assessment_methods),Course Duration (product.metafields.custom.course_duration),Course Start Dates (product.metafields.custom.course_start_dates),Course Structure (product.metafields.custom.course_structure),Entry Requirements (product.metafields.custom.entry_requirments),Progression Opportunities (product.metafields.custom.progression_opportunities),Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Skin care effect (product.metafields.shopify.skin-care-effect),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / United Kingdom,Price / United Kingdom,Compare At Price / United Kingdom,Status
sides-threading,Sides Threading,"<p><span>Enhance your look with our Sides Threading service, designed to precisely shape and remove unwanted hair along the sides of your face. Our expert technicians use gentle threading techniques to achieve a clean, smooth finish with minimal discomfort. Enjoy beautifully groomed results and long-lasting smoothness at our exclusive beauty clinic.</span></p>
<!---->",Pink Clinic,Uncategorized,"",Threading,true,Title,Default Title,,,,,,,,,0.0,,deny,manual,7.00,,false,false,,,,,,https://cdn.shopify.com/s/files/1/0784/7696/8266/files/Neck_Bleaching_033216b6-9460-4c06-b003-95c8e44b742b.png?v=1744028980,1,"",false,,,,,,,,TRUE,,,,,,,,,,,,TRUE,,,lb,,,true,,,active
forehead-threading,Forehead Threading,"<p><span>Achieve a flawless look with our Forehead Threading service, expertly designed to remove unwanted hair from your forehead. Our skilled technicians use precise threading techniques to deliver a smooth, clean finish with minimal discomfort. Enjoy a well-groomed appearance and long-lasting results with exceptional care at our exclusive beauty clinic.</span></p>
<!---->",Pink Clinic,Health & Beauty > Personal Care > Shaving & Grooming > Hair Removal,"",Threading,true,Title,Default Title,,,,,,,,,0.0,,deny,manual,4.00,,false,false,,,,,,https://cdn.shopify.com/s/files/1/0784/7696/8266/files/Forehead_Threading_75913b84-e1a8-4961-8534-5532bc082143.png?v=1744028977,1,"",false,,,4507,,,,,TRUE,,,,,,,,,,,,TRUE,,,lb,,,true,,,active
neck-threading,Neck Threading,"<p><span>Achieve a smooth, refined look with our Neck Threading service. Our expert technicians use precise threading techniques to gently remove unwanted hair from the neck area, ensuring a clean and polished appearance with minimal discomfort. Enjoy beautifully groomed skin and long-lasting results with exceptional care at our exclusive beauty clinic.</span></p>
<!---->",Pink Clinic,Health & Beauty > Personal Care > Shaving & Grooming > Hair Removal,"",Threading,true,Title,Default Title,,,,,,,,,0.0,,deny,manual,5.00,,false,false,,,,,,https://cdn.shopify.com/s/files/1/0784/7696/8266/files/Neck_Threading_e1fd1424-e372-401f-93e9-92dd615e39cf.png?v=1744028973,1,"",false,,,4507,,,,,TRUE,,,,,,,,,,,,TRUE,,,lb,,,true,,,active
full-face-threading,Full Face Threading,"<p><span>Experience a flawless, smooth complexion with our Full Face Threading service. This comprehensive treatment removes unwanted hair from your entire face, including the forehead, sides, upper lip, chin, and cheeks. Our skilled technicians use precise threading techniques to ensure a clean, polished look with minimal discomfort. Enjoy beautifully groomed skin and long-lasting results at our exclusive beauty clinic.</span></p>
<!---->",Pink Clinic,Uncategorized,"",Threading,true,Title,Default Title,,,,,,,,,0.0,,deny,manual,23.00,,false,false,,,,,,https://cdn.shopify.com/s/files/1/0784/7696/8266/files/Face_Threading_362b8277-581d-413a-84a5-30e8ae2bdfcc.png?v=1744028970,1,"",false,,,,,,,,TRUE,,,,,,,,,,,,TRUE,,,lb,,,true,,,active
full-face-neck-threading,Full Face & Neck Threading,"<p><span>Achieve a flawlessly smooth appearance with our Full Face &amp; Neck Threading service. This thorough treatment removes unwanted hair from your entire face and neck, including the forehead, sides, upper lip, chin, and cheeks. Our expert technicians use precise threading techniques to deliver a clean, polished finish with minimal discomfort. Enjoy beautifully groomed skin and long-lasting results at our exclusive beauty clinic.</span></p>
<!---->",Pink Clinic,Health & Beauty > Personal Care > Shaving & Grooming > Hair Removal,"",Threading,true,Title,Default Title,,,,,,,,,0.0,,deny,manual,25.00,,false,false,,,,,,https://cdn.shopify.com/s/files/1/0784/7696/8266/files/Face_Neck_Threading_b193304f-0617-47cb-b7b9-a01537573928.png?v=1744028966,1,"",false,,,4507,,,,,TRUE,,,,,,,,,,,,TRUE,,,lb,,,true,,,active
full-face-bleaching,Full Face Bleaching,"<p><span>Illuminate your complexion with our Full Face Bleaching service, designed to even out skin tone and reduce pigmentation. Our luxurious treatment uses advanced bleaching agents to brighten and refresh your entire face, leaving you with a radiant and uniform glow. Enjoy a revitalized appearance and enhanced radiance with expert care at our exclusive beauty clinic.</span></p>
<!---->",Pink Clinic,Uncategorized,"",Salon Services,true,Title,Default Title,,,,,,,,,0.0,,deny,manual,25.00,,false,false,,,,,,https://cdn.shopify.com/s/files/1/0784/7696/8266/files/Full_Face_Bleaching_336c6b04-b272-42c9-ad9b-900f4601aa1e.png?v=1744028960,1,"",false,,,,,,,,TRUE,,,,,,,,,,,,TRUE,,,lb,,,true,,,active
full-face-neck-bleaching,Full Face & Neck Bleaching,"<p><span>Enhance your radiance with our Full Face &amp; Neck Bleaching service, designed to brighten and even out skin tone across your face and neck. This luxurious treatment uses advanced bleaching agents to reduce pigmentation and create a uniform, luminous glow. Enjoy a refreshed, revitalized appearance with expert care and long-lasting results at our exclusive beauty clinic.</span></p>
<!---->",Pink Clinic,Uncategorized,"",Salon Services,true,Title,Default Title,,,,,,,,,0.0,,deny,manual,30.00,,false,false,,,,,,https://cdn.shopify.com/s/files/1/0784/7696/8266/files/Face_Neck_Bleaching_084b3e11-4c61-4852-8b42-3fd8f22937fa.png?v=1744028956,1,"",false,,,,,,,,TRUE,,,,,,,,,,,,TRUE,,,lb,,,true,,,active
sides-or-neck-bleaching,Sides or Neck Bleaching,"<p><span>Illuminate your look with our Sides or Neck Bleaching service, tailored to brighten and even out skin tone in targeted areas. This luxurious treatment uses advanced bleaching agents to reduce pigmentation and enhance radiance. Enjoy a refreshed, uniform glow with expert care and long-lasting results at our exclusive beauty clinic.</span></p>
<!---->",Pink Clinic,Health & Beauty > Personal Care > Cosmetics > Cosmetic Tool Cleansers,"",Salon Services,true,Title,Default Title,,,,,,,,,0.0,,deny,manual,20.00,,false,false,,,,,,https://cdn.shopify.com/s/files/1/0784/7696/8266/files/Sides_Neck_Bleaching_6ae16408-9d07-4eef-ab06-ff8f4df63234.png?v=1744028951,1,"",false,,,6331,,,,,TRUE,,,,,,,,,,,,TRUE,,,lb,,,true,,,active
full-back-bleaching,Full Back Bleaching,"<p><span>Transform your back with our Full Back Bleaching service, designed to brighten and even out skin tone across the entire back. This advanced treatment uses premium bleaching agents to reduce pigmentation and reveal a smooth, radiant appearance. Enjoy a refreshed, uniform glow and enhanced confidence with expert care at our exclusive beauty clinic.</span></p>
<!---->",Pink Clinic,Uncategorized,"",Salon Services,true,Title,Default Title,,,,,,,,,0.0,,deny,manual,60.00,,false,false,,,,,,https://cdn.shopify.com/s/files/1/0784/7696/8266/files/Full_Back_Bleaching_604821e0-1987-4a0f-87d7-3c2385b0a258.png?v=1744028947,1,"",false,,,,,,,,TRUE,,,,,,,,,,,,TRUE,,,lb,,,true,,,active
half-back-bleaching,Half Back Bleaching,"<p>Revitalise<span> your back with our Half Back Bleaching service, designed to brighten and even out the skin tone on the upper or lower half of your back. This advanced treatment uses premium bleaching agents to reduce pigmentation and enhance radiance. Enjoy a refreshed, uniform glow with expert care and long-lasting results at our exclusive beauty clinic.</span></p>
<!---->",Pink Clinic,Health & Beauty > Personal Care > Shaving & Grooming > Body & Facial Hair Bleach,"",Salon Services,true,Title,Default Title,,,,,,,,,0.0,,deny,manual,30.00,,false,false,,,,,,https://cdn.shopify.com/s/files/1/0784/7696/8266/files/Full_Back_Bleaching_79cc3bc6-eab1-45de-938c-e57369cb916f.png?v=1744028943,1,"",false,,,8214,,,,,TRUE,,,,,,,,,,,,TRUE,,,lb,,,true,,,active
professional-party-makeup,Professional Party Makeup,"<p><span>Elevate your look with our Professional Party Makeup service, designed to create a stunning, glamorous appearance for any event. Our skilled makeup artists use high-quality products and expert techniques to deliver a flawless, long-lasting finish that highlights your natural beauty. Enjoy a customized, radiant look that ensures you stand out at your next celebration, all with exceptional care at our exclusive beauty clinic.</span></p>
<!---->",Pink Clinic,Uncategorized,"",Makeup,true,Title,Default Title,,,,,,,,,0.0,,deny,manual,200.00,,false,false,,,,,,https://cdn.shopify.com/s/files/1/0784/7696/8266/files/Professional_Party_Makeup_c06e1a99-918d-4076-a021-6053207bf03a.png?v=1744028940,1,"",false,,,,,,,,TRUE,,,,,,,,,,,,TRUE,,,lb,,,true,,,active
special-occasion-makeup,Special Occasion Makeup,"<p><span>Transform your look with our Special Occasion Makeup service, crafted to enhance your natural beauty for any memorable event. Our expert makeup artists use premium products and tailored techniques to create a stunning, long-lasting finish that highlights your unique features. Enjoy a flawless, radiant appearance that ensures you shine on your special day, with exceptional care at our exclusive beauty clinic.</span></p>
<!---->",Pink Clinic,Health & Beauty > Personal Care > Cosmetics,"",Makeup,true,Title,Default Title,,,,,,,,,0.0,,deny,manual,350.00,,false,false,,,,,,https://cdn.shopify.com/s/files/1/0784/7696/8266/files/Special_Occassion_Makeup_4a898448-0571-4ab3-b701-cecd13665108.png?v=1744028936,1,"",false,,,473,,,,,TRUE,,,,,,,,,,,,TRUE,,,lb,,,true,,,active
bridal-makeup,Bridal Makeup,"<p><span>Experience timeless beauty with our Bridal Makeup service, designed to create a flawless and radiant look for your special day. Our expert makeup artists use high-quality products and personalized techniques to ensure you look stunning and feel confident from the ceremony to the reception. Enjoy a long-lasting, elegant finish that highlights your natural beauty with exceptional care at our exclusive beauty clinic.</span></p>
<!---->",Pink Clinic,Health & Beauty > Personal Care > Cosmetics,"",Makeup,true,Title,Default Title,,,,,,,,,0.0,,deny,manual,450.00,,false,false,,,,,,https://cdn.shopify.com/s/files/1/0784/7696/8266/files/Bridal_Makeup_1b4f43e8-7642-435a-a888-38f9defcceff.png?v=1744028931,1,"",false,,,473,,,,,TRUE,,,,,,,,,,,,TRUE,,,lb,,,true,,,active
ear-piercing,Ear Piercing,"<p><span>Elevate your style with our Ear Piercing service, designed for a safe and precise experience. Our skilled professionals use sterile, high-quality equipment to ensure a clean, comfortable procedure with minimal discomfort. Enjoy beautifully placed piercings and expert aftercare, all delivered with exceptional service at our exclusive beauty clinic.</span></p>
<!---->",Pink Clinic,Apparel & Accessories > Jewelry > Body Jewelry,"",Salon Services,true,Ear,Both Ears,,,,,,,,,0.0,,deny,manual,45.00,,false,false,,,,,,https://cdn.shopify.com/s/files/1/0784/7696/8266/files/Ear_Piercing_f7efb9a9-70f2-434a-ac0a-33f7d568f850.png?v=1744028927,1,"",false,,,190,,,,,TRUE,,,,,,,,,,,,TRUE,,,lb,,,true,,,active
ear-piercing,,,,,,,,,Single Ear,,,,,,,,,0.0,,deny,manual,30.00,,false,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,,,,
manicure,Manicure,"<p><span>Pamper your hands with our luxurious Manicure service, designed to enhance the beauty and health of your nails. Our expert technicians provide a meticulous treatment that includes nail shaping, cuticle care, and a relaxing hand massage. Choose from a range of high-quality polishes and finishes for a flawless, polished look. Enjoy beautifully groomed nails and exceptional care at our exclusive beauty clinic.</span></p>
<!---->",Pink Clinic,Uncategorized,"",Salon Services,true,Title,Default Title,,,,,,,,,0.0,,deny,manual,25.00,,false,false,,,,,,https://cdn.shopify.com/s/files/1/0784/7696/8266/files/Manicure_Images_038ac30a-eb16-4905-8158-dd3cf20f128c.png?v=1744028924,1,"",false,,,,,,,,TRUE,,,,,,,,,,,,TRUE,,,lb,,,true,,,active
pedicure,Pedicure,"<p><span>Indulge in our luxurious Pedicure service, designed to rejuvenate and beautify your feet. Our expert technicians provide a comprehensive treatment that includes nail trimming, cuticle care, exfoliation, and a relaxing foot massage. Choose from an array of high-quality polishes for a flawless, polished finish. Enjoy beautifully refreshed feet and exceptional care at our exclusive beauty clinic.</span></p>
<!---->",Pink Clinic,Health & Beauty > Personal Care > Foot Care,"",Salon Services,true,Title,Default Title,,,,,,,,,0.0,,deny,manual,30.00,,false,false,,,,,,https://cdn.shopify.com/s/files/1/0784/7696/8266/files/Pedicure_Images_f2d1c761-58bc-4d58-964f-1aa003c2992a.png?v=1744028919,1,"",false,,,515,,,,,TRUE,,,,,,,,,,,,TRUE,,,lb,,,true,,,active
shellac-nails,Shellac Nails,"<p><span>Experience the ultimate in nail elegance with our Shellac Nails service. This advanced treatment combines the durability of gel with the glossy finish of traditional polish, providing vibrant color and long-lasting shine. Our skilled technicians apply Shellac with precision to ensure a flawless, chip-resistant finish that lasts for weeks. Enjoy beautifully manicured nails and exceptional care at our exclusive beauty clinic.</span></p>
<!---->",Pink Clinic,Health & Beauty > Personal Care > Cosmetics > Nail Care > Nail Polishes,"",Salon Services,true,Size,Hands,,,,,,,,,0.0,,deny,manual,25.00,,false,false,,,,,,https://cdn.shopify.com/s/files/1/0784/7696/8266/files/Shellac_Nails_7f3db106-31d3-4ac0-9cdd-e53054eb5da3.png?v=1744028915,1,"",false,,,2683,,,,,TRUE,,,,,,,,,,,,TRUE,,,lb,,,true,,,active
shellac-nails,,,,,,,,,Feet,,,,,,,,,0.0,,deny,manual,25.00,,false,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,,,,
dry-hair-cut,Dry Hair Cut,"<p><meta charset=""UTF-8""><span>Refresh your look with our Dry Hair Cut service, designed for precise and tailored results. Our expert stylists assess and cut your hair while it’s dry, allowing for accurate shaping and a customized finish that suits your natural texture. Enjoy a sharp, polished look and expert care at our exclusive beauty clinic.</span></p>
<!---->",Pink Clinic,Health & Beauty > Personal Care > Hair Care > Hair Styling Products,"",Hair Services,true,Length,Short,,,,,,,,,0.0,,deny,manual,35.00,,false,true,,,,,,https://cdn.shopify.com/s/files/1/0784/7696/8266/files/Pink_Product_Images_1_46072290-d79d-4fa4-8110-f8fe5d86ad54.png?v=1744028911,1,"",false,,,1901,,,,,TRUE,,,,,,,,,,,,TRUE,,,lb,,,true,,,active
dry-hair-cut,,,,,,,,,Medium,,,,,,,,,0.0,,deny,manual,40.00,,false,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,,,,
dry-hair-cut,,,,,,,,,Long,,,,,,,,,0.0,,deny,manual,45.00,,false,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,,,,
wash-cut-blow-dry,"Wash, Cut & Blow Dry","<p><span>Indulge in our Wash, Cut &amp; Blow Dry service for a complete hair transformation. Enjoy a thorough wash and conditioning treatment, followed by a precise haircut tailored to your style. Our expert stylists then finish with a professional blow dry, delivering a sleek, polished look with added volume and shine. Experience exceptional care and radiant results at our exclusive beauty clinic.</span></p>
<!---->",Pink Clinic,Health & Beauty > Personal Care > Hair Care > Hair Styling Tools > Hair Dryers,"",Hair Services,true,Lenght,Short,,,,,,,,,0.0,,deny,manual,45.00,,false,true,,,,,,https://cdn.shopify.com/s/files/1/0784/7696/8266/files/Hair_Cut_Blow_Dry_1b9f0461-0559-492b-85ec-af1c76eb6440.png?v=1744028907,1,"",false,,,490,,,,,TRUE,,,,,,,,,,,,TRUE,,,lb,,,true,,,active
wash-cut-blow-dry,,,,,,,,,Medium,,,,,,,,,0.0,,deny,manual,55.00,,false,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,,,,
wash-cut-blow-dry,,,,,,,,,Long,,,,,,,,,0.0,,deny,manual,65.00,,false,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,,,,
wash-blow-dry,Wash & Blow Dry,"<p><span>Pamper yourself with our Wash &amp; Blow Dry service, designed for a refreshed and polished look. Enjoy a thorough wash and conditioning treatment, followed by a professional blow dry that adds volume, smoothness, and shine to your hair. Experience beautifully styled hair with exceptional care at our exclusive beauty clinic.</span></p>
<!---->",Pink Clinic,Uncategorized,"",Hair Services,true,Length,Short,,,,,,,,,0.0,,deny,manual,30.00,,false,true,,,,,,https://cdn.shopify.com/s/files/1/0784/7696/8266/files/Hair_Wash_Blow_Dry_cb2e9a2e-5113-4fd7-88d9-723c58b721ba.png?v=1744028899,1,"",false,,,,,,,,TRUE,,,,,,,,,,,,TRUE,,,lb,,,true,,,active
wash-blow-dry,,,,,,,,,Medium,,,,,,,,,0.0,,deny,manual,40.00,,false,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,,,,
wash-blow-dry,,,,,,,,,Long,,,,,,,,,0.0,,deny,manual,50.00,,false,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,,,,
hair-curls,Hair Curls,"<p><span>Enhance your look with our Hair Curls service, designed to create beautiful, bouncy curls that add volume and elegance to your style. Our expert stylists use advanced techniques to ensure long-lasting, defined curls that perfectly complement your features. Enjoy a polished, radiant appearance and exceptional care at our exclusive beauty clinic.</span></p>
<!---->",Pink Clinic,Health & Beauty > Personal Care > Hair Care > Hair Styling Products,"",Hair Services,true,Length,Short,,,,,,,,,0.0,,deny,manual,30.00,,false,true,,,,,,https://cdn.shopify.com/s/files/1/0784/7696/8266/files/Hair_Curls_35615c40-e4f7-482f-9b30-c2340c8e0845.png?v=1744028895,1,"",false,,,1901,,,,,TRUE,,,,,,,,,,,,TRUE,,,lb,,,true,,,active
hair-curls,,,,,,,,,Medium,,,,,,,,,0.0,,deny,manual,40.00,,false,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,,,,
hair-curls,,,,,,,,,Long,,,,,,,,,0.0,,deny,manual,50.00,,false,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,,,,
hair-straightening,Hair Straightening,"<p><span>Achieve sleek, smooth hair with our Hair Straightening service, designed to transform your locks with a polished, frizz-free finish. Our expert stylists use advanced techniques and high-quality products to deliver long-lasting, perfectly straight hair. Enjoy a sophisticated, straightened look and exceptional care at our exclusive beauty clinic.</span></p>
<!---->",Pink Clinic,Health & Beauty > Personal Care > Hair Care > Hair Styling Tool Accessories,"",Hair Services,true,Length,Short,,,,,,,,,0.0,,deny,manual,30.00,,false,true,,,,,,https://cdn.shopify.com/s/files/1/0784/7696/8266/files/Hair_Straighting_88be7dc0-dd45-4ad2-842b-2c04bc9f9b6c.png?v=1744028887,1,"",false,,,6018,,,,,TRUE,,,,,,,,,,,,TRUE,,,lb,,,true,,,active
